Nama Jalan,Latitude,Longtitude,Lajur,Waktu,Hari,Tanggal,MOTOR,MOBIL,BUS/TRUK,JUMLAH,HEADWAY(s),GAP(s),85 P SPEED (Km/Jam),AVG. SPEED (Km/Jam),OCCUPANCY (%),LEBAR JALAN (m),PANJANG ANTRIAN (m)
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,PAGI,SENIN,25-04-2022 07:00,1075,359,163,1597,0.65,1.76,37.00,30.12,30.08,9.5,200
SP. PASTEUR,-6.892133857,107.5811173,LURUS,SORE,KAMIS,07-04-2022 16:00,473,66,88,627,1.56,5.93,48.75,26.62,30.08,14,200
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,MINGGU,10-04-2022 7:00,162,192,116,470,9.31,15.10,47.00,26.12,30.07,12.5,200
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,JUMAT,01-04-2022 12:00,145,493,154,792,2.31,5.81,44.75,21.50,30.06,7.2,200
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SIANG,RABU,13-04-2022 12:00,578,469,320,1367,2.06,4.05,42.50,27.44,30.04,9.5,200
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,SABTU,02-04-2022 12:00,341,455,173,969,1.42,3.42,37.75,21.00,30.01,7.2,200
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SORE,SENIN,18-04-2022 16:00,858,454,147,1459,0.99,2.45,44.75,33.75,30.00,6,200
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,RABU,13-04-2022 12:00,276,440,217,933,0.99,2.15,44.25,19.38,29.95,7.2,200
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,JUMAT,29-04-2022 07:00,348,617,118,1083,2.78,4.00,46.25,22.19,29.92,7.2,200
SP. ISTANA PLAZA,-6.906442307,107.5975451,Lurus kiri,PAGI,MINGGU,24-04-2022 16:00,467,600,96,1163,0.53,3.10,61.25,38.62,29.91,14,200
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,MINGGU,03-04-2022 16:00,946,1084,94,2124,0.63,2.66,30.75,24.69,29.87,9.5,200
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SORE,JUMAT,01-04-2022 16:00,330,650,201,1181,1.99,4.50,42.75,13.69,29.87,7.2,200
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SIANG,JUMAT,15-04-2022 12:00,332,364,106,802,1.76,4.33,48.25,40.56,29.85,6,200
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SORE,JUMAT,01-04-2022 16:00,794,515,223,1532,0.31,3.36,38.50,27.56,29.83,9.5,200
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,KAMIS,14-04-2022 12:00,291,409,259,959,0.14,3.39,45.25,22.81,29.83,7.2,200
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,SABTU,30-04-2022 07:00,214,474,132,820,1.42,5.13,49.00,23.25,29.83,7.2,200
SP. PASTEUR,-6.892133857,107.5811173,LURUS,SIANG,MINGGU,10-04-2022 12:00,119,868,31,1018,3.38,5.25,39.25,20.56,29.83,14,200
SP. PASTEUR,-6.892133857,107.5811173,LURUS,SIANG,KAMIS,07-04-2022 12:00,198,66,31,295,3.47,10.26,52.50,25.62,29.79,14,190
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SORE,MINGGU,17-04-2022 16:00,544,443,148,1135,0.84,2.82,44.50,30.56,29.79,6,190
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,JUMAT,29-04-2022 07:00,619,549,314,1482,0.88,1.89,137.75,75.12,29.73,9.5,190
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,PAGI,MINGGU,10-04-2022 7:00,549,200,105,854,0.55,3.12,47.00,32.94,29.73,12.5,190
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SIANG,KAMIS,07-04-2022 12:00,510,432,185,1127,1.98,4.09,38.00,25.69,29.71,9.5,190
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,JUMAT,15-04-2022 12:00,271,187,3,461,1.79,3.14,92.50,57.12,29.70,14,190
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,PAGI,MINGGU,17-04-2022 07:00,192,354,40,586,2.51,5.00,55.25,33.62,29.69,14,190
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SIANG,MINGGU,10-04-2022 12:00,465,482,65,1012,0.48,2.58,48.25,33.25,29.69,6,190
SP. PASTEUR,-6.892133857,107.5811173,LURUS,SIANG,MINGGU,17-04-2022 12:00,121,895,43,1059,1.38,3.83,36.75,20.69,29.62,14,190
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,PAGI,SENIN,25-04-2022 07:00,388,423,93,904,1.87,4.90,50.50,33.88,29.61,14,190
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,PAGI,SELASA,05-04-2022 7:00,585,421,211,1217,0.23,1.94,51.25,34.75,29.59,6,190
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,SENIN,18-04-2022 12:00,209,265,202,676,3.50,5.63,50.25,28.25,29.58,7.2,190
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,MINGGU,03-04-2022 16:00,260,657,177,1094,2.63,8.14,34.00,22.19,29.58,21,190
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,PAGI,RABU,27-04-2022 07:00,992,402,99,1493,0.08,0.75,35.00,28.81,29.54,9.5,190
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SIANG,KAMIS,14-04-2022 12:00,445,436,167,1048,1.94,2.62,39.00,27.31,29.53,9.5,190
SP. CIBEREUM,-6.917224,107.574382,Belok kiri,PAGI,SELASA,19-04-2022 07:00,743,380,53,1176,2.20,3.50,36.25,28.06,29.51,9.5,190
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,SIANG,SENIN,18-04-2022 12:00,251,413,173,837,4.15,5.90,45.75,31.12,29.45,14,190
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SORE,MINGGU,10-04-2022 16:00,142,637,63,842,1.32,5.48,43.00,16.31,29.45,7.2,190
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SIANG,RABU,06-04-2022 12:00,499,302,107,908,0.32,2.89,39.50,33.44,29.43,12.5,190
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,PAGI,SABTU,09-04-2022 7:00,307,574,53,934,0.75,2.22,37.75,25.10,29.42,14,190
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SORE,JUMAT,08-04-2022 16:00,301,74,21,396,1.76,8.78,45.00,25.50,29.27,7.2,190
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,PAGI,JUMAT,29-04-2022 07:00,510,307,102,919,1.56,2.86,51.50,41.94,29.27,6,190
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,SIANG,MINGGU,03-04-2022 12:00,247,846,19,1112,1.75,7.75,35.00,25.81,29.23,14,190
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,SIANG,JUMAT,22-04-2022 12:00,152,223,166,541,3.13,4.77,50.75,22.94,29.19,7.2,190
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,SABTU,02-04-2022 7:00,314,564,201,1079,0.72,1.71,51.00,23.25,29.18,7.2,190
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,KAMIS,07-04-2022 7:00,832,365,52,1249,1.40,2.39,41.50,32.56,29.17,9.5,190
SP. GEDE BAGE,-6.937128,107.692583,Belok kiri,SIANG,JUMAT,22-04-2022 12:00,106,58,32,196,15.16,25.52,52.00,31.56,29.17,7.2,190
SP. PASIR KALIKI,-6.900525,107.597353,BELOK KIRI,SIANG,MINGGU,03-04-2022 12:00,149,853,177,1179,4.09,6.71,25.50,18.44,29.15,14,190
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SORE,MINGGU,17-04-2022 16:00,514,395,106,1015,0.79,3.03,36.75,25.56,29.12,9.5,190
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,PAGI,SABTU,16-04-2022 07:00,342,492,47,881,3.03,4.97,50.00,31.73,29.10,14,190
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,PAGI,RABU,20-04-2022 07:00,563,579,168,1310,3.28,4.57,29.25,11.56,29.09,21,190
SP. UJUNG BERUNG,-6.914068,107.699412,Lurus kanan,PAGI,MINGGU,24-04-2022 16:00,374,292,103,769,3.76,5.99,52.25,41.94,29.05,6,190
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,MINGGU,03-04-2022 7:00,158,198,65,421,5.42,8.11,33.00,22.50,29.01,7.2,190
SP. UJUNG BERUNG,-6.914068,107.699412,Lurus kanan,SIANG,JUMAT,22-04-2022 12:00,445,432,136,1013,1.08,1.78,49.00,36.75,29.00,6,190
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SIANG,RABU,27-04-2022 12:00,208,688,20,916,1.03,16.48,36.25,11.69,28.93,14,190
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,JUMAT,15-04-2022 07:00,469,313,147,929,2.62,3.58,30.00,17.44,28.91,21,190
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,PAGI,MINGGU,10-04-2022 7:00,165,481,54,700,1.19,3.79,30.00,20.41,28.86,14,190
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,MINGGU,03-04-2022 12:00,184,386,31,601,3.05,6.34,37.00,24.06,28.80,7.2,190
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,SIANG,JUMAT,15-04-2022 12:00,224,437,525,1186,1.15,4.50,28.00,24.56,28.78,21,180
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,MINGGU,03-04-2022 16:00,162,122,37,321,4.32,9.04,39.25,36.25,28.75,9.5,180
SP. CIBEREUM,-6.917224,107.574382,LURUS,SORE,SABTU,16-04-2022 16:00,721,558,198,1477,0.88,3.87,39.25,29.12,28.75,9.5,180
SP. PASTEUR,-6.892133857,107.5811173,LURUS,SORE,SABTU,09-04-2022 16:00,134,774,163,1071,1.53,5.33,35.75,14.00,28.73,14,180
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,SENIN,11-04-2022 12:00,165,125,25,315,1.52,6.14,55.50,31.81,28.70,7.2,180
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,PAGI,SENIN,11-04-2022 7:00,173,503,35,711,1.49,6.84,79.25,52.50,28.69,14,180
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,SENIN,18-04-2022 07:00,1225,828,504,2557,0.14,1.08,122.50,74.00,28.67,9.5,180
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,SABTU,09-04-2022 7:00,363,555,185,1103,5.63,8.68,52.25,31.06,28.64,7.2,180
SP. PASTEUR,-6.892133857,107.5811173,LURUS,SIANG,MINGGU,03-04-2022 12:00,89,46,8,143,5.09,24.23,41.75,27.06,28.64,14,180
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,PAGI,MINGGU,17-04-2022 07:00,137,267,254,658,1.12,4.51,30.25,20.25,28.61,21,180
SP. CIBEREUM,-6.917224,107.574382,Lurus kanan,SIANG,SELASA,19-04-2022 12:00,574,465,376,1415,1.86,2.93,46.25,29.44,28.60,9.5,180
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KANAN,PAGI,MINGGU,03-04-2022 7:00,125,351,16,492,2.48,5.88,37.00,21.47,28.60,14,180
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,MINGGU,03-04-2022 16:00,195,969,610,1774,2.55,11.26,57.50,27.50,28.54,12.5,180
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SIANG,SELASA,26-04-2022 12:00,606,415,332,1353,1.32,2.44,44.25,34.88,28.53,9.5,180
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,SENIN,11-04-2022 16:00,762,823,127,1712,0.00,1.96,37.75,22.56,28.52,12.5,180
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,SELASA,05-04-2022 12:00,210,78,11,299,6.41,12.95,39.00,24.25,28.48,7.2,180
SP. CIBEREUM,-6.917224,107.574382,Lurus kanan,PAGI,SABTU,23-04-2022 07:00,869,338,147,1354,1.99,3.10,39.00,29.38,28.43,9.5,180
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,SENIN,25-04-2022 12:00,300,285,201,786,0.52,8.79,43.25,21.12,28.42,7.2,180
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SIANG,MINGGU,10-04-2022 12:00,398,475,45,918,0.82,2.54,32.50,20.25,28.39,9.5,180
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,SENIN,11-04-2022 12:00,352,186,12,550,4.57,9.72,69.75,34.88,28.39,14,180
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SORE,JUMAT,15-04-2022 16:00,354,84,21,459,0.83,5.64,39.00,29.75,28.35,14,180
SP. M TOHA,-6.948332,107.609386,Belok kiri,SORE,SELASA,19-04-2022 16:00,575,186,49,810,0.51,3.76,41.25,33.62,28.32,12.5,180
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,MINGGU,03-04-2022 12:00,231,291,159,681,4.22,7.52,33.50,18.00,28.30,7.2,180
SP. ISTANA PLAZA,-6.906442307,107.5975451,Belok kiri,SIANG,SABTU,23-04-2022 12:00,579,280,21,880,1.58,3.65,74.50,51.44,28.28,14,180
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,PAGI,MINGGU,17-04-2022 07:00,642,194,146,982,0.61,3.20,51.25,34.75,28.25,12.5,180
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SORE,MINGGU,03-04-2022 16:00,397,775,627,1799,1.06,1.72,127.75,53.94,28.25,14,180
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,PAGI,MINGGU,24-04-2022 16:00,147,427,81,655,3.63,5.39,47.50,21.50,28.16,7.2,180
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SORE,JUMAT,15-04-2022 16:00,474,415,76,965,1.11,2.09,44.75,35.50,28.11,6,180
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,MINGGU,03-04-2022 12:00,121,486,117,724,1.17,2.68,45.00,19.38,27.99,7.2,180
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,SIANG,RABU,13-04-2022 12:00,103,535,51,689,0.38,4.79,79.00,46.05,27.99,14,180
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,SORE,JUMAT,29-04-2022 16:00,119,618,86,823,2.37,6.72,58.25,30.88,27.97,14,180
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,SELASA,12-04-2022 12:00,156,97,20,273,1.37,9.94,46.75,25.38,27.95,7.2,180
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,PAGI,RABU,27-04-2022 07:00,596,122,36,754,0.36,1.32,40.75,36.25,27.92,14,180
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SIANG,SENIN,11-04-2022 12:00,483,952,78,1513,0.58,2.74,39.00,28.62,27.92,14,180
SP. CIBEREUM,-6.917224,107.574382,Lurus,PAGI,SABTU,23-04-2022 07:00,753,528,500,1781,0.74,1.74,139.00,73.06,27.91,9.5,180
SP. ISTANA PLAZA,-6.906442307,107.5975451,Belok kiri,PAGI,KAMIS,21-04-2022 07:00,585,174,1,760,0.36,1.98,106.00,63.88,27.85,14,180
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,KAMIS,28-04-2022 12:00,307,411,219,937,13.07,24.62,31.25,21.17,27.75,21,170
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,SELASA,26-04-2022 12:00,259,101,50,410,1.12,4.17,48.50,23.00,27.74,7.2,170
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,PAGI,SENIN,11-04-2022 7:00,607,621,50,1278,1.05,1.52,38.75,28.56,27.73,14,170
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,SABTU,16-04-2022 07:00,670,541,429,1640,1.05,1.85,140.75,66.50,27.72,9.5,170
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SIANG,JUMAT,08-04-2022 12:00,385,360,128,873,1.99,2.43,50.25,37.50,27.67,6,170
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SIANG,MINGGU,03-04-2022 12:00,288,156,8,452,0.96,5.39,91.50,51.69,27.57,22,170
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,SIANG,JUMAT,08-04-2022 12:00,910,618,77,1605,0.91,1.96,47.75,37.56,27.56,21,170
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,JUMAT,08-04-2022 7:00,1153,772,547,2472,0.26,0.71,131.50,84.31,27.55,9.5,170
SP. PASIR KALIKI,-6.900525,107.597353,Lurus kanan,SIANG,JUMAT,22-04-2022 12:00,288,775,67,1130,0.90,2.21,36.25,31.62,27.54,14,170
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,SABTU,02-04-2022 7:00,772,530,420,1722,1.09,2.16,141.75,65.31,27.53,9.5,170
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,MINGGU,10-04-2022 7:00,671,303,88,1062,0.48,1.16,40.50,29.56,27.47,12.5,170
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,SELASA,12-04-2022 16:00,1052,312,362,1726,0.45,0.88,108.50,85.25,27.44,9.5,170
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,SENIN,04-04-2022 12:00,201,77,32,310,3.95,10.95,47.00,22.69,27.39,7.2,170
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,SIANG,MINGGU,24-04-2022 07:00,291,344,91,726,2.60,3.91,38.50,22.25,27.37,7.2,170
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,PAGI,SENIN,18-04-2022 07:00,564,121,3,688,3.11,6.08,102.50,65.00,27.36,14,170
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,SABTU,09-04-2022 12:00,239,124,33,396,4.24,6.87,41.50,19.69,27.34,7.2,170
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KIRI,PAGI,JUMAT,15-04-2022 07:00,1554,432,111,2097,0.32,0.95,39.75,32.06,27.34,6,170
SP. PASIR KALIKI,-6.900525,107.597353,Lurus kanan,PAGI,SELASA,19-04-2022 07:00,487,655,56,1198,0.68,2.00,38.25,22.44,27.31,14,170
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,SIANG,RABU,06-04-2022 12:00,121,672,107,900,1.00,3.60,71.50,37.88,27.30,14,170
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,MINGGU,03-04-2022 7:00,394,794,216,1404,0.51,4.00,55.50,33.25,27.27,12.5,170
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SIANG,RABU,06-04-2022 12:00,557,417,262,1236,1.05,2.42,42.50,30.88,27.20,9.5,170
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,PAGI,KAMIS,28-04-2022 07:00,567,129,39,735,0.71,1.86,41.75,37.56,27.20,14,170
SP. CIBEREUM,-6.917224,107.574382,LURUS,SIANG,JUMAT,15-04-2022 12:00,405,690,393,1488,0.67,2.23,136.00,67.00,27.15,9.5,170
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SORE,SELASA,05-04-2022 16:00,872,535,173,1580,0.28,1.66,45.00,36.81,27.14,6,170
SP. GEDE BAGE,-6.937128,107.692583,Belok kiri,SORE,KAMIS,21-04-2022 16:00,317,126,19,462,1.04,6.07,44.25,24.75,27.03,7.2,170
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,JUMAT,01-04-2022 16:00,920,276,360,1556,0.53,2.00,118.50,81.75,26.96,9.5,170
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SIANG,MINGGU,17-04-2022 12:00,458,418,140,1016,1.22,1.92,35.00,29.19,26.96,9.5,170
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SORE,MINGGU,17-04-2022 16:00,570,166,32,768,0.60,2.57,37.25,34.00,26.93,14,170
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SIANG,JUMAT,29-04-2022 12:00,337,558,397,1292,1.13,2.75,38.25,25.69,26.92,22,170
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,SENIN,11-04-2022 7:00,1203,366,335,1904,0.68,1.29,122.00,105.25,26.87,9.5,170
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,MINGGU,03-04-2022 7:00,556,235,87,878,0.53,3.41,30.75,22.50,26.80,9.5,170
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SIANG,JUMAT,15-04-2022 12:00,261,187,47,495,1.16,5.23,39.75,37.00,26.79,12.5,160
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,PAGI,SELASA,05-04-2022 7:00,700,161,39,900,1.03,2.44,41.25,36.38,26.78,14,160
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KIRI,PAGI,MINGGU,03-04-2022 7:00,213,228,183,624,2.41,6.22,45.50,31.31,26.76,6,160
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,PAGI,MINGGU,17-04-2022 07:00,122,50,13,185,1.94,7.62,49.50,31.56,26.75,7.2,160
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,PAGI,JUMAT,29-04-2022 07:00,852,337,83,1272,0.38,1.72,35.50,29.75,26.72,9.5,160
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,SABTU,16-04-2022 07:00,259,703,763,1725,1.55,2.98,76.00,30.38,26.72,22,160
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,PAGI,SABTU,02-04-2022 7:00,617,394,165,1176,1.28,4.75,51.00,41.94,26.71,6,160
SP. UJUNG BERUNG,-6.914068,107.699412,BELOK KIRI,SORE,SELASA,26-04-2022 16:00,718,139,148,1005,2.13,2.79,58.50,46.06,26.71,6,160
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,SABTU,16-04-2022 07:00,1042,208,137,1387,0.28,1.53,48.00,36.06,26.70,12.5,160
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SIANG,KAMIS,28-04-2022 12:00,729,312,335,1376,0.93,1.62,120.75,100.38,26.67,9.5,160
SP. ISTANA PLAZA,-6.906442307,107.5975451,Belok kiri,PAGI,SABTU,23-04-2022 07:00,448,93,24,565,2.67,5.56,44.50,37.69,26.64,14,160
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,MINGGU,17-04-2022 07:00,380,239,82,701,1.83,7.45,30.25,20.44,26.62,21,160
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,PAGI,JUMAT,15-04-2022 07:00,574,243,85,902,1.43,2.60,35.50,31.19,26.57,9.5,160
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,PAGI,SABTU,23-04-2022 07:00,387,727,198,1312,0.60,2.15,54.25,29.50,26.57,7.2,160
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,SELASA,12-04-2022 7:00,303,462,101,866,3.29,12.41,32.00,14.19,26.56,21,160
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KANAN,PAGI,MINGGU,10-04-2022 7:00,545,453,52,1050,1.13,2.08,43.75,33.12,26.52,14,160
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SORE,RABU,27-04-2022 16:00,807,446,133,1386,0.44,0.98,35.00,27.75,26.51,9.5,160
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,KAMIS,07-04-2022 16:00,1104,299,308,1711,0.74,1.69,114.75,87.62,26.49,9.5,160
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,SABTU,16-04-2022 07:00,329,471,170,970,1.40,4.07,49.75,26.38,26.45,21,160
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,MINGGU,17-04-2022 12:00,329,348,10,687,1.60,3.69,67.00,40.69,26.44,14,160
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,PAGI,JUMAT,15-04-2022 07:00,113,286,48,447,4.37,11.43,132.25,63.88,26.42,14,160
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,SELASA,26-04-2022 16:00,1011,322,307,1640,0.54,1.08,115.00,84.38,26.41,9.5,160
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SORE,SABTU,09-04-2022 16:00,170,777,32,979,0.07,7.70,29.00,9.89,26.38,14,160
SP. UJUNG BERUNG,-6.914068,107.699412,Belok kiri,SIANG,MINGGU,24-04-2022 12:00,298,214,161,673,1.88,4.32,57.25,36.31,26.36,6,160
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,SABTU,09-04-2022 16:00,858,249,271,1378,0.42,1.15,119.25,106.88,26.30,9.5,160
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,RABU,27-04-2022 07:00,1136,319,283,1738,1.28,2.09,127.00,103.38,26.29,9.5,160
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,SABTU,09-04-2022 7:00,591,248,56,895,2.17,3.45,37.25,29.19,26.23,9.5,160
SP. CIBEREUM,-6.917224,107.574382,Lurus kanan,SORE,SABTU,23-04-2022 16:00,722,517,147,1386,1.17,2.80,37.75,28.00,26.23,9.5,160
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SORE,MINGGU,10-04-2022 16:00,567,436,113,1116,0.50,2.02,35.00,28.38,26.16,9.5,160
SP. PASTEUR,-6.892133857,107.5811173,LURUS KANAN,SORE,MINGGU,03-04-2022 16:00,103,406,132,641,4.66,5.89,59.00,20.62,26.14,14,160
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,PAGI,SELASA,12-04-2022 7:00,916,359,104,1379,1.35,2.96,38.25,30.12,26.11,9.5,160
SP. ISTANA PLAZA,-6.906442307,107.5975451,Belok kiri,SIANG,JUMAT,22-04-2022 12:00,458,132,37,627,0.78,3.42,39.25,36.31,26.10,14,160
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,MINGGU,03-04-2022 12:00,92,715,54,861,1.73,3.97,49.25,25.88,26.09,21,160
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,SELASA,05-04-2022 16:00,475,207,76,758,1.94,4.44,39.50,32.31,26.04,12.5,160
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SIANG,SABTU,09-04-2022 12:00,594,447,210,1251,1.25,2.23,39.50,29.81,26.00,9.5,160
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SIANG,SABTU,09-04-2022 12:00,616,527,168,1311,1.34,2.37,45.50,33.75,25.95,6,160
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,SORE,JUMAT,22-04-2022 16:00,238,191,124,553,3.24,6.30,57.00,32.88,25.80,7.2,160
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,PAGI,SABTU,09-04-2022 7:00,434,67,20,521,1.58,5.76,44.75,38.94,25.80,14,160
